,date,preds
0,2024-04-05,305.65733173908154
1,2024-04-06,306.83121344453474
2,2024-04-07,307.0895050746537
3,2024-04-08,307.2601481215575
4,2024-04-09,307.1037784773489
5,2024-04-10,307.6553726043515
6,2024-04-11,307.95737322330893
7,2024-04-12,308.1832515195536
8,2024-04-13,308.9372881703831
9,2024-04-14,309.3530296884552
