begin,YNDX,SBER,GAZP,LKOH,MGNT,ROSN,VTBR,NVTK,SNGS
2024-03-07 00:00:00,3623.8,300.4,160.91,7513.0,7646.0,589.45,0.02331,1389.6,29.825
2024-03-11 00:00:00,3544.4,299.79,160.56,7554.5,7760.0,588.35,0.02333,1396.0,29.615
2024-03-12 00:00:00,3499.6,300.9,162.99,7536.5,7744.0,588.25,0.023395,1417.8,29.7
2024-03-13 00:00:00,3588.6,298.85,161.77,7426.0,7648.5,581.45,0.023385,1406.6,29.38
2024-03-14 00:00:00,3598.8,295.83,161.1,7370.0,7607.5,584.0,0.02309,1399.8,29.24
2024-03-15 00:00:00,3635.6,298.3,160.86,7380.0,7611.5,584.2,0.023195,1400.0,29.26
2024-03-18 00:00:00,3686.2,298.87,160.58,7344.0,7636.0,583.1,0.02287,1404.6,29.48
2024-03-19 00:00:00,3797.0,295.2,158.55,7333.5,7586.0,565.35,0.022365,1370.8,28.85
2024-03-20 00:00:00,3948.0,295.4,158.42,7438.5,7599.0,560.3,0.02247,1369.6,28.595
2024-03-21 00:00:00,3882.0,295.62,158.28,7417.5,7604.0,562.8,0.022475,1360.8,28.25
2024-03-22 00:00:00,3834.0,292.99,156.44,7303.0,7410.5,554.2,0.0223,1346.0,28.39
2024-03-25 00:00:00,4024.6,293.9,158.84,7438.0,7611.5,558.05,0.02264,1365.4,29.3
2024-03-26 00:00:00,4018.8,294.11,157.94,7419.0,7689.0,556.1,0.022575,1316.8,29.07
2024-03-27 00:00:00,4007.2,295.1,157.79,7493.0,7709.0,555.4,0.022595,1304.6,29.32
2024-03-28 00:00:00,4003.8,299.0,157.05,7481.0,7740.5,565.75,0.02258,1318.4,29.17
2024-03-29 00:00:00,3994.0,298.72,157.22,7551.0,7896.0,565.75,0.022925,1312.6,29.88
2024-04-01 00:00:00,3975.0,300.43,158.06,7665.0,7943.0,568.85,0.023295,1316.6,31.225
2024-04-02 00:00:00,3868.0,300.38,164.18,7654.0,7818.0,572.9,0.02363,1283.2,30.89
2024-04-03 00:00:00,3920.2,306.72,162.63,7686.5,7804.0,576.9,0.02367,1287.0,31.05
2024-04-04 00:00:00,3970.4,305.56,163.45,7766.0,7903.0,578.4,0.02418,1307.8,30.915
