dollar_curs,date2,data,rate,inflation,euro_curs,pound_curs,yuan_curs
59.9898,2017-11,2017-11-17 00:00:00,8.25,2.5,69.204,78.2745,88.4072
60.249,2017-11,2017-11-16 00:00:00,8.25,2.5,69.204,78.2745,88.4072
59.6207,2017-11,2017-11-15 00:00:00,8.25,2.5,69.204,78.2745,88.4072
59.1823,2017-11,2017-11-14 00:00:00,8.25,2.5,69.204,78.2745,88.4072
59.2808,2017-11,2017-11-11 00:00:00,8.25,2.5,69.204,78.2745,88.4072
59.2527,2017-11,2017-11-10 00:00:00,8.25,2.5,69.204,78.2745,88.4072
59.248,2017-11,2017-11-09 00:00:00,8.25,2.5,69.204,78.2745,88.4072
58.4557,2017-11,2017-11-08 00:00:00,8.25,2.5,69.204,78.2745,88.4072
58.4296,2017-11,2017-11-04 00:00:00,8.25,2.5,69.204,78.2745,88.4072
58.0869,2017-11,2017-11-03 00:00:00,8.25,2.5,69.204,78.2745,88.4072
58.1557,2017-11,2017-11-02 00:00:00,8.25,2.5,69.204,78.2745,88.4072
58.1179,2017-11,2017-11-01 00:00:00,8.25,2.5,69.204,78.2745,88.4072
57.8716,2017-10,2017-10-31 00:00:00,8.25,2.7,67.2179,76.1822,87.0629
58.0833,2017-10,2017-10-28 00:00:00,8.25,2.7,67.2179,76.1822,87.0629
57.7643,2017-10,2017-10-27 00:00:00,8.25,2.7,67.2179,76.1822,87.0629
57.614,2017-10,2017-10-26 00:00:00,8.25,2.7,67.2179,76.1822,87.0629
57.5852,2017-10,2017-10-25 00:00:00,8.25,2.7,67.2179,76.1822,87.0629
57.4706,2017-10,2017-10-24 00:00:00,8.25,2.7,67.2179,76.1822,87.0629
57.5118,2017-10,2017-10-21 00:00:00,8.25,2.7,67.2179,76.1822,87.0629
57.5706,2017-10,2017-10-20 00:00:00,8.25,2.7,67.2179,76.1822,87.0629
57.2721,2017-10,2017-10-19 00:00:00,8.25,2.7,67.2179,76.1822,87.0629
57.3392,2017-10,2017-10-18 00:00:00,8.25,2.7,67.2179,76.1822,87.0629
57.0861,2017-10,2017-10-17 00:00:00,8.25,2.7,67.2179,76.1822,87.0629
57.6196,2017-10,2017-10-14 00:00:00,8.25,2.7,67.2179,76.1822,87.0629
57.6869,2017-10,2017-10-13 00:00:00,8.25,2.7,67.2179,76.1822,87.0629
57.921,2017-10,2017-10-12 00:00:00,8.25,2.7,67.2179,76.1822,87.0629
58.0713,2017-10,2017-10-11 00:00:00,8.25,2.7,67.2179,76.1822,87.0629
58.3151,2017-10,2017-10-10 00:00:00,8.25,2.7,67.2179,76.1822,87.0629
57.7612,2017-10,2017-10-07 00:00:00,8.25,2.7,67.2179,76.1822,87.0629
57.5811,2017-10,2017-10-06 00:00:00,8.25,2.7,67.2179,76.1822,87.0629
57.7832,2017-10,2017-10-05 00:00:00,8.25,2.7,67.2179,76.1822,87.0629
57.9375,2017-10,2017-10-04 00:00:00,8.25,2.7,67.2179,76.1822,87.0629
57.8134,2017-10,2017-10-03 00:00:00,8.25,2.7,67.2179,76.1822,87.0629
58.0169,2017-09,2017-09-30 00:00:00,8.5,3.0,68.4483,77.8529,87.3656
58.4255,2017-09,2017-09-29 00:00:00,8.5,3.0,68.4483,77.8529,87.3656
58.0102,2017-09,2017-09-28 00:00:00,8.5,3.0,68.4483,77.8529,87.3656
57.5186,2017-09,2017-09-27 00:00:00,8.5,3.0,68.4483,77.8529,87.3656
57.566,2017-09,2017-09-26 00:00:00,8.5,3.0,68.4483,77.8529,87.3656
57.6527,2017-09,2017-09-23 00:00:00,8.5,3.0,68.4483,77.8529,87.3656
58.2242,2017-09,2017-09-22 00:00:00,8.5,3.0,68.4483,77.8529,87.3656
58.129,2017-09,2017-09-21 00:00:00,8.5,3.0,68.4483,77.8529,87.3656
58.0993,2017-09,2017-09-20 00:00:00,8.5,3.0,68.4483,77.8529,87.3656
57.6242,2017-09,2017-09-19 00:00:00,8.5,3.0,68.4483,77.8529,87.3656
57.5336,2017-09,2017-09-16 00:00:00,8.5,3.0,68.4483,77.8529,87.3656
57.7706,2017-09,2017-09-15 00:00:00,8.5,3.0,68.4483,77.8529,87.3656
57.6679,2017-09,2017-09-14 00:00:00,8.5,3.0,68.4483,77.8529,87.3656
57.2656,2017-09,2017-09-13 00:00:00,8.5,3.0,68.4483,77.8529,87.3656
57.1694,2017-09,2017-09-12 00:00:00,8.5,3.0,68.4483,77.8529,87.3656
56.9966,2017-09,2017-09-09 00:00:00,8.5,3.0,68.4483,77.8529,87.3656
57.1411,2017-09,2017-09-08 00:00:00,8.5,3.0,68.4483,77.8529,87.3656
57.3387,2017-09,2017-09-07 00:00:00,8.5,3.0,68.4483,77.8529,87.3656
57.8503,2017-09,2017-09-06 00:00:00,8.5,3.0,68.4483,77.8529,87.3656
57.7817,2017-09,2017-09-05 00:00:00,8.5,3.0,68.4483,77.8529,87.3656
58.0557,2017-09,2017-09-02 00:00:00,8.5,3.0,68.4483,77.8529,87.3656
58.5454,2017-09,2017-09-01 00:00:00,8.5,3.0,68.4483,77.8529,87.3656
58.7306,2017-08,2017-08-31 00:00:00,9.0,3.3,70.2007,75.8682,89.0802
58.532,2017-08,2017-08-30 00:00:00,9.0,3.3,70.2007,75.8682,89.0802
58.5469,2017-08,2017-08-29 00:00:00,9.0,3.3,70.2007,75.8682,89.0802
59.1476,2017-08,2017-08-26 00:00:00,9.0,3.3,70.2007,75.8682,89.0802
59.1397,2017-08,2017-08-25 00:00:00,9.0,3.3,70.2007,75.8682,89.0802
59.1312,2017-08,2017-08-24 00:00:00,9.0,3.3,70.2007,75.8682,89.0802
59.0396,2017-08,2017-08-23 00:00:00,9.0,3.3,70.2007,75.8682,89.0802
59.1409,2017-08,2017-08-22 00:00:00,9.0,3.3,70.2007,75.8682,89.0802
59.3612,2017-08,2017-08-19 00:00:00,9.0,3.3,70.2007,75.8682,89.0802
59.249,2017-08,2017-08-18 00:00:00,9.0,3.3,70.2007,75.8682,89.0802
59.6521,2017-08,2017-08-17 00:00:00,9.0,3.3,70.2007,75.8682,89.0802
59.9266,2017-08,2017-08-16 00:00:00,9.0,3.3,70.2007,75.8682,89.0802
59.799,2017-08,2017-08-15 00:00:00,9.0,3.3,70.2007,75.8682,89.0802
60.1873,2017-08,2017-08-12 00:00:00,9.0,3.3,70.2007,75.8682,89.0802
59.9298,2017-08,2017-08-11 00:00:00,9.0,3.3,70.2007,75.8682,89.0802
59.9611,2017-08,2017-08-10 00:00:00,9.0,3.3,70.2007,75.8682,89.0802
59.9886,2017-08,2017-08-09 00:00:00,9.0,3.3,70.2007,75.8682,89.0802
60.0605,2017-08,2017-08-08 00:00:00,9.0,3.3,70.2007,75.8682,89.0802
60.3281,2017-08,2017-08-05 00:00:00,9.0,3.3,70.2007,75.8682,89.0802
60.7503,2017-08,2017-08-04 00:00:00,9.0,3.3,70.2007,75.8682,89.0802
60.5819,2017-08,2017-08-03 00:00:00,9.0,3.3,70.2007,75.8682,89.0802
59.8454,2017-08,2017-08-02 00:00:00,9.0,3.3,70.2007,75.8682,89.0802
60.0633,2017-08,2017-08-01 00:00:00,9.0,3.3,70.2007,75.8682,89.0802
59.5436,2017-07,2017-07-29 00:00:00,9.0,3.9,69.6779,77.8771,88.2951
59.4102,2017-07,2017-07-28 00:00:00,9.0,3.9,69.6779,77.8771,88.2951
59.9102,2017-07,2017-07-27 00:00:00,9.0,3.9,69.6779,77.8771,88.2951
59.8185,2017-07,2017-07-26 00:00:00,9.0,3.9,69.6779,77.8771,88.2951
59.6572,2017-07,2017-07-25 00:00:00,9.0,3.9,69.6779,77.8771,88.2951
58.9325,2017-07,2017-07-22 00:00:00,9.0,3.9,69.6779,77.8771,88.2951
59.0823,2017-07,2017-07-21 00:00:00,9.0,3.9,69.6779,77.8771,88.2951
59.2418,2017-07,2017-07-20 00:00:00,9.0,3.9,69.6779,77.8771,88.2951
59.3705,2017-07,2017-07-19 00:00:00,9.0,3.9,69.6779,77.8771,88.2951
59.0657,2017-07,2017-07-18 00:00:00,9.0,3.9,69.6779,77.8771,88.2951
59.8806,2017-07,2017-07-15 00:00:00,9.0,3.9,69.6779,77.8771,88.2951
60.1836,2017-07,2017-07-14 00:00:00,9.0,3.9,69.6779,77.8771,88.2951
60.6227,2017-07,2017-07-13 00:00:00,9.0,3.9,69.6779,77.8771,88.2951
60.7397,2017-07,2017-07-12 00:00:00,9.0,3.9,69.6779,77.8771,88.2951
60.3014,2017-07,2017-07-11 00:00:00,9.0,3.9,69.6779,77.8771,88.2951
60.3792,2017-07,2017-07-08 00:00:00,9.0,3.9,69.6779,77.8771,88.2951
60.2426,2017-07,2017-07-07 00:00:00,9.0,3.9,69.6779,77.8771,88.2951
59.5787,2017-07,2017-07-06 00:00:00,9.0,3.9,69.6779,77.8771,88.2951
59.2295,2017-07,2017-07-05 00:00:00,9.0,3.9,69.6779,77.8771,88.2951
58.9695,2017-07,2017-07-04 00:00:00,9.0,3.9,69.6779,77.8771,88.2951
59.3862,2017-07,2017-07-01 00:00:00,9.0,3.9,69.6779,77.8771,88.2951
59.0855,2017-06,2017-06-30 00:00:00,9.0,4.4,67.4993,76.7343,87.1712
59.5415,2017-06,2017-06-29 00:00:00,9.0,4.4,67.4993,76.7343,87.1712
58.8843,2017-06,2017-06-28 00:00:00,9.0,4.4,67.4993,76.7343,87.1712
59.0014,2017-06,2017-06-27 00:00:00,9.0,4.4,67.4993,76.7343,87.1712
59.6564,2017-06,2017-06-24 00:00:00,9.0,4.4,67.4993,76.7343,87.1712
60.1482,2017-06,2017-06-23 00:00:00,9.0,4.4,67.4993,76.7343,87.1712
60.0,2017-06,2017-06-22 00:00:00,9.0,4.4,67.4993,76.7343,87.1712
58.5786,2017-06,2017-06-21 00:00:00,9.0,4.4,67.4993,76.7343,87.1712
57.9585,2017-06,2017-06-20 00:00:00,9.0,4.4,67.4993,76.7343,87.1712
57.7408,2017-06,2017-06-17 00:00:00,9.0,4.4,67.4993,76.7343,87.1712
57.4437,2017-06,2017-06-16 00:00:00,9.0,4.4,67.4993,76.7343,87.1712
57.0303,2017-06,2017-06-15 00:00:00,9.0,4.4,67.4993,76.7343,87.1712
56.9096,2017-06,2017-06-14 00:00:00,9.0,4.4,67.4993,76.7343,87.1712
57.002,2017-06,2017-06-10 00:00:00,9.0,4.4,67.4993,76.7343,87.1712
56.9857,2017-06,2017-06-09 00:00:00,9.0,4.4,67.4993,76.7343,87.1712
56.5878,2017-06,2017-06-08 00:00:00,9.0,4.4,67.4993,76.7343,87.1712
56.6747,2017-06,2017-06-07 00:00:00,9.0,4.4,67.4993,76.7343,87.1712
56.6152,2017-06,2017-06-06 00:00:00,9.0,4.4,67.4993,76.7343,87.1712
56.6876,2017-06,2017-06-03 00:00:00,9.0,4.4,67.4993,76.7343,87.1712
56.5373,2017-06,2017-06-02 00:00:00,9.0,4.4,67.4993,76.7343,87.1712
56.6876,2017-06,2017-06-01 00:00:00,9.0,4.4,67.4993,76.7343,87.1712
56.5168,2017-05,2017-05-31 00:00:00,9.25,4.1,62.9484,72.6636,82.4389
56.7106,2017-05,2017-05-30 00:00:00,9.25,4.1,62.9484,72.6636,82.4389
56.756,2017-05,2017-05-27 00:00:00,9.25,4.1,62.9484,72.6636,82.4389
56.0701,2017-05,2017-05-26 00:00:00,9.25,4.1,62.9484,72.6636,82.4389
56.2743,2017-05,2017-05-25 00:00:00,9.25,4.1,62.9484,72.6636,82.4389
56.5552,2017-05,2017-05-24 00:00:00,9.25,4.1,62.9484,72.6636,82.4389
56.4988,2017-05,2017-05-23 00:00:00,9.25,4.1,62.9484,72.6636,82.4389
57.1602,2017-05,2017-05-20 00:00:00,9.25,4.1,62.9484,72.6636,82.4389
57.4683,2017-05,2017-05-19 00:00:00,9.25,4.1,62.9484,72.6636,82.4389
56.7383,2017-05,2017-05-18 00:00:00,9.25,4.1,62.9484,72.6636,82.4389
56.2603,2017-05,2017-05-17 00:00:00,9.25,4.1,62.9484,72.6636,82.4389
56.5258,2017-05,2017-05-16 00:00:00,9.25,4.1,62.9484,72.6636,82.4389
57.164,2017-05,2017-05-13 00:00:00,9.25,4.1,62.9484,72.6636,82.4389
57.1161,2017-05,2017-05-12 00:00:00,9.25,4.1,62.9484,72.6636,82.4389
58.0824,2017-05,2017-05-11 00:00:00,9.25,4.1,62.9484,72.6636,82.4389
58.5382,2017-05,2017-05-06 00:00:00,9.25,4.1,62.9484,72.6636,82.4389
57.5714,2017-05,2017-05-05 00:00:00,9.25,4.1,62.9484,72.6636,82.4389
57.0927,2017-05,2017-05-04 00:00:00,9.25,4.1,62.9484,72.6636,82.4389
56.9518,2017-05,2017-05-03 00:00:00,9.25,4.1,62.9484,72.6636,82.4389
56.9838,2017-04,2017-04-29 00:00:00,9.75,4.1,62.044,73.6231,82.614
56.9707,2017-04,2017-04-28 00:00:00,9.75,4.1,62.044,73.6231,82.614
56.3131,2017-04,2017-04-27 00:00:00,9.75,4.1,62.044,73.6231,82.614
55.8453,2017-04,2017-04-26 00:00:00,9.75,4.1,62.044,73.6231,82.614
56.0794,2017-04,2017-04-25 00:00:00,9.75,4.1,62.044,73.6231,82.614
56.2307,2017-04,2017-04-22 00:00:00,9.75,4.1,62.044,73.6231,82.614
56.4165,2017-04,2017-04-21 00:00:00,9.75,4.1,62.044,73.6231,82.614
56.1753,2017-04,2017-04-20 00:00:00,9.75,4.1,62.044,73.6231,82.614
55.9793,2017-04,2017-04-19 00:00:00,9.75,4.1,62.044,73.6231,82.614
56.2505,2017-04,2017-04-18 00:00:00,9.75,4.1,62.044,73.6231,82.614
56.2945,2017-04,2017-04-15 00:00:00,9.75,4.1,62.044,73.6231,82.614
56.6019,2017-04,2017-04-14 00:00:00,9.75,4.1,62.044,73.6231,82.614
56.7556,2017-04,2017-04-13 00:00:00,9.75,4.1,62.044,73.6231,82.614
56.9552,2017-04,2017-04-12 00:00:00,9.75,4.1,62.044,73.6231,82.614
57.3896,2017-04,2017-04-11 00:00:00,9.75,4.1,62.044,73.6231,82.614
56.9201,2017-04,2017-04-08 00:00:00,9.75,4.1,62.044,73.6231,82.614
56.4369,2017-04,2017-04-07 00:00:00,9.75,4.1,62.044,73.6231,82.614
55.894,2017-04,2017-04-06 00:00:00,9.75,4.1,62.044,73.6231,82.614
56.5553,2017-04,2017-04-05 00:00:00,9.75,4.1,62.044,73.6231,82.614
56.1396,2017-04,2017-04-04 00:00:00,9.75,4.1,62.044,73.6231,82.614
55.9606,2017-04,2017-04-01 00:00:00,9.75,4.1,62.044,73.6231,82.614
56.3779,2017-03,2017-03-31 00:00:00,9.75,4.3,60.595,70.0101,81.8233
57.0241,2017-03,2017-03-30 00:00:00,9.75,4.3,60.595,70.0101,81.8233
56.9364,2017-03,2017-03-29 00:00:00,9.75,4.3,60.595,70.0101,81.8233
57.0233,2017-03,2017-03-28 00:00:00,9.75,4.3,60.595,70.0101,81.8233
57.4247,2017-03,2017-03-25 00:00:00,9.75,4.3,60.595,70.0101,81.8233
57.5228,2017-03,2017-03-24 00:00:00,9.75,4.3,60.595,70.0101,81.8233
57.636,2017-03,2017-03-23 00:00:00,9.75,4.3,60.595,70.0101,81.8233
57.2323,2017-03,2017-03-22 00:00:00,9.75,4.3,60.595,70.0101,81.8233
57.2847,2017-03,2017-03-21 00:00:00,9.75,4.3,60.595,70.0101,81.8233
57.9344,2017-03,2017-03-18 00:00:00,9.75,4.3,60.595,70.0101,81.8233
58.2437,2017-03,2017-03-17 00:00:00,9.75,4.3,60.595,70.0101,81.8233
59.1128,2017-03,2017-03-16 00:00:00,9.75,4.3,60.595,70.0101,81.8233
58.954,2017-03,2017-03-15 00:00:00,9.75,4.3,60.595,70.0101,81.8233
59.1327,2017-03,2017-03-14 00:00:00,9.75,4.3,60.595,70.0101,81.8233
59.2174,2017-03,2017-03-11 00:00:00,9.75,4.3,60.595,70.0101,81.8233
58.8318,2017-03,2017-03-10 00:00:00,9.75,4.3,60.595,70.0101,81.8233
58.263,2017-03,2017-03-08 00:00:00,9.75,4.3,60.595,70.0101,81.8233
58.337,2017-03,2017-03-07 00:00:00,9.75,4.3,60.595,70.0101,81.8233
58.9099,2017-03,2017-03-04 00:00:00,9.75,4.3,60.595,70.0101,81.8233
58.4067,2017-03,2017-03-03 00:00:00,9.75,4.3,60.595,70.0101,81.8233
58.3776,2017-03,2017-03-02 00:00:00,9.75,4.3,60.595,70.0101,81.8233
57.9627,2017-03,2017-03-01 00:00:00,9.75,4.3,60.595,70.0101,81.8233
57.9371,2017-02,2017-02-28 00:00:00,10.0,4.6,61.2569,71.8652,84.3175
57.4762,2017-02,2017-02-23 00:00:00,10.0,4.6,61.2569,71.8652,84.3175
57.859,2017-02,2017-02-22 00:00:00,10.0,4.6,61.2569,71.8652,84.3175
58.0967,2017-02,2017-02-21 00:00:00,10.0,4.6,61.2569,71.8652,84.3175
57.6342,2017-02,2017-02-18 00:00:00,10.0,4.6,61.2569,71.8652,84.3175
57.1507,2017-02,2017-02-17 00:00:00,10.0,4.6,61.2569,71.8652,84.3175
56.7719,2017-02,2017-02-16 00:00:00,10.0,4.6,61.2569,71.8652,84.3175
57.7388,2017-02,2017-02-15 00:00:00,10.0,4.6,61.2569,71.8652,84.3175
58.0619,2017-02,2017-02-14 00:00:00,10.0,4.6,61.2569,71.8652,84.3175
58.8457,2017-02,2017-02-11 00:00:00,10.0,4.6,61.2569,71.8652,84.3175
59.0235,2017-02,2017-02-10 00:00:00,10.0,4.6,61.2569,71.8652,84.3175
59.5129,2017-02,2017-02-09 00:00:00,10.0,4.6,61.2569,71.8652,84.3175
59.1933,2017-02,2017-02-08 00:00:00,10.0,4.6,61.2569,71.8652,84.3175
58.7121,2017-02,2017-02-07 00:00:00,10.0,4.6,61.2569,71.8652,84.3175
59.3137,2017-02,2017-02-04 00:00:00,10.0,4.6,61.2569,71.8652,84.3175
59.9858,2017-02,2017-02-03 00:00:00,10.0,4.6,61.2569,71.8652,84.3175
60.3099,2017-02,2017-02-02 00:00:00,10.0,4.6,61.2569,71.8652,84.3175
60.0851,2017-02,2017-02-01 00:00:00,10.0,4.6,61.2569,71.8652,84.3175
60.1618,2017-01,2017-01-31 00:00:00,10.0,5.0,64.4333,75.473,87.4229
60.3196,2017-01,2017-01-28 00:00:00,10.0,5.0,64.4333,75.473,87.4229
59.6356,2017-01,2017-01-27 00:00:00,10.0,5.0,64.4333,75.473,87.4229
59.1489,2017-01,2017-01-26 00:00:00,10.0,5.0,64.4333,75.473,87.4229
59.2168,2017-01,2017-01-25 00:00:00,10.0,5.0,64.4333,75.473,87.4229
59.5034,2017-01,2017-01-24 00:00:00,10.0,5.0,64.4333,75.473,87.4229
59.6697,2017-01,2017-01-21 00:00:00,10.0,5.0,64.4333,75.473,87.4229
59.3521,2017-01,2017-01-20 00:00:00,10.0,5.0,64.4333,75.473,87.4229
59.183,2017-01,2017-01-19 00:00:00,10.0,5.0,64.4333,75.473,87.4229
59.4015,2017-01,2017-01-18 00:00:00,10.0,5.0,64.4333,75.473,87.4229
59.6067,2017-01,2017-01-17 00:00:00,10.0,5.0,64.4333,75.473,87.4229
59.37,2017-01,2017-01-14 00:00:00,10.0,5.0,64.4333,75.473,87.4229
59.4978,2017-01,2017-01-13 00:00:00,10.0,5.0,64.4333,75.473,87.4229
60.1614,2017-01,2017-01-12 00:00:00,10.0,5.0,64.4333,75.473,87.4229
59.9533,2017-01,2017-01-11 00:00:00,10.0,5.0,64.4333,75.473,87.4229
59.8961,2017-01,2017-01-10 00:00:00,10.0,5.0,64.4333,75.473,87.4229
60.6569,2016-12,2016-12-31 00:00:00,10.0,5.4,63.8111,74.5595,87.2824
60.273,2016-12,2016-12-30 00:00:00,10.0,5.4,63.8111,74.5595,87.2824
60.6669,2016-12,2016-12-29 00:00:00,10.0,5.4,63.8111,74.5595,87.2824
60.8587,2016-12,2016-12-28 00:00:00,10.0,5.4,63.8111,74.5595,87.2824
60.9084,2016-12,2016-12-27 00:00:00,10.0,5.4,63.8111,74.5595,87.2824
60.8528,2016-12,2016-12-24 00:00:00,10.0,5.4,63.8111,74.5595,87.2824
60.8641,2016-12,2016-12-23 00:00:00,10.0,5.4,63.8111,74.5595,87.2824
61.1092,2016-12,2016-12-22 00:00:00,10.0,5.4,63.8111,74.5595,87.2824
61.7967,2016-12,2016-12-21 00:00:00,10.0,5.4,63.8111,74.5595,87.2824
61.7931,2016-12,2016-12-20 00:00:00,10.0,5.4,63.8111,74.5595,87.2824
61.7515,2016-12,2016-12-17 00:00:00,10.0,5.4,63.8111,74.5595,87.2824
61.6368,2016-12,2016-12-16 00:00:00,10.0,5.4,63.8111,74.5595,87.2824
60.8079,2016-12,2016-12-15 00:00:00,10.0,5.4,63.8111,74.5595,87.2824
61.069,2016-12,2016-12-14 00:00:00,10.0,5.4,63.8111,74.5595,87.2824
61.5804,2016-12,2016-12-13 00:00:00,10.0,5.4,63.8111,74.5595,87.2824
63.3028,2016-12,2016-12-10 00:00:00,10.0,5.4,63.8111,74.5595,87.2824
63.3901,2016-12,2016-12-09 00:00:00,10.0,5.4,63.8111,74.5595,87.2824
63.9114,2016-12,2016-12-08 00:00:00,10.0,5.4,63.8111,74.5595,87.2824
63.8741,2016-12,2016-12-07 00:00:00,10.0,5.4,63.8111,74.5595,87.2824
63.9242,2016-12,2016-12-06 00:00:00,10.0,5.4,63.8111,74.5595,87.2824
64.1528,2016-12,2016-12-03 00:00:00,10.0,5.4,63.8111,74.5595,87.2824
63.6807,2016-12,2016-12-02 00:00:00,10.0,5.4,63.8111,74.5595,87.2824
65.2382,2016-12,2016-12-01 00:00:00,10.0,5.4,63.8111,74.5595,87.2824
64.9449,2016-11,2016-11-30 00:00:00,10.0,5.8,68.8416,80.6356,94.2419
64.9153,2016-11,2016-11-29 00:00:00,10.0,5.8,68.8416,80.6356,94.2419
64.6174,2016-11,2016-11-26 00:00:00,10.0,5.8,68.8416,80.6356,94.2419
64.6279,2016-11,2016-11-25 00:00:00,10.0,5.8,68.8416,80.6356,94.2419
64.0087,2016-11,2016-11-24 00:00:00,10.0,5.8,68.8416,80.6356,94.2419
63.6282,2016-11,2016-11-23 00:00:00,10.0,5.8,68.8416,80.6356,94.2419
64.358,2016-11,2016-11-22 00:00:00,10.0,5.8,68.8416,80.6356,94.2419
65.1023,2016-11,2016-11-19 00:00:00,10.0,5.8,68.8416,80.6356,94.2419
64.9154,2016-11,2016-11-18 00:00:00,10.0,5.8,68.8416,80.6356,94.2419
64.5463,2016-11,2016-11-17 00:00:00,10.0,5.8,68.8416,80.6356,94.2419
65.5548,2016-11,2016-11-16 00:00:00,10.0,5.8,68.8416,80.6356,94.2419
65.8591,2016-11,2016-11-15 00:00:00,10.0,5.8,68.8416,80.6356,94.2419
65.2167,2016-11,2016-11-12 00:00:00,10.0,5.8,68.8416,80.6356,94.2419
63.4161,2016-11,2016-11-11 00:00:00,10.0,5.8,68.8416,80.6356,94.2419
63.8928,2016-11,2016-11-10 00:00:00,10.0,5.8,68.8416,80.6356,94.2419
63.7364,2016-11,2016-11-09 00:00:00,10.0,5.8,68.8416,80.6356,94.2419
63.9074,2016-11,2016-11-08 00:00:00,10.0,5.8,68.8416,80.6356,94.2419
63.5043,2016-11,2016-11-04 00:00:00,10.0,5.8,68.8416,80.6356,94.2419
63.4166,2016-11,2016-11-03 00:00:00,10.0,5.8,68.8416,80.6356,94.2419
63.2025,2016-11,2016-11-02 00:00:00,10.0,5.8,68.8416,80.6356,94.2419
63.2174,2016-11,2016-11-01 00:00:00,10.0,5.8,68.8416,80.6356,94.2419
62.9037,2016-10,2016-10-29 00:00:00,10.0,6.1,68.6783,76.579,92.7824
63.0399,2016-10,2016-10-28 00:00:00,10.0,6.1,68.6783,76.579,92.7824
62.2597,2016-10,2016-10-27 00:00:00,10.0,6.1,68.6783,76.579,92.7824
62.048,2016-10,2016-10-26 00:00:00,10.0,6.1,68.6783,76.579,92.7824
62.2349,2016-10,2016-10-25 00:00:00,10.0,6.1,68.6783,76.579,92.7824
62.4499,2016-10,2016-10-22 00:00:00,10.0,6.1,68.6783,76.579,92.7824
62.4194,2016-10,2016-10-21 00:00:00,10.0,6.1,68.6783,76.579,92.7824
62.5841,2016-10,2016-10-20 00:00:00,10.0,6.1,68.6783,76.579,92.7824
62.89,2016-10,2016-10-19 00:00:00,10.0,6.1,68.6783,76.579,92.7824
63.151,2016-10,2016-10-18 00:00:00,10.0,6.1,68.6783,76.579,92.7824
62.9934,2016-10,2016-10-15 00:00:00,10.0,6.1,68.6783,76.579,92.7824
63.3465,2016-10,2016-10-14 00:00:00,10.0,6.1,68.6783,76.579,92.7824
62.5892,2016-10,2016-10-13 00:00:00,10.0,6.1,68.6783,76.579,92.7824
62.1946,2016-10,2016-10-12 00:00:00,10.0,6.1,68.6783,76.579,92.7824
62.3884,2016-10,2016-10-11 00:00:00,10.0,6.1,68.6783,76.579,92.7824
62.3031,2016-10,2016-10-08 00:00:00,10.0,6.1,68.6783,76.579,92.7824
62.39,2016-10,2016-10-07 00:00:00,10.0,6.1,68.6783,76.579,92.7824
62.4583,2016-10,2016-10-06 00:00:00,10.0,6.1,68.6783,76.579,92.7824
62.4323,2016-10,2016-10-05 00:00:00,10.0,6.1,68.6783,76.579,92.7824
62.5477,2016-10,2016-10-04 00:00:00,10.0,6.1,68.6783,76.579,92.7824
63.396,2016-10,2016-10-01 00:00:00,10.0,6.1,68.6783,76.579,92.7824
63.1581,2016-09,2016-09-30 00:00:00,10.0,6.4,70.8823,82.1813,94.6983
63.9509,2016-09,2016-09-29 00:00:00,10.0,6.4,70.8823,82.1813,94.6983
63.6921,2016-09,2016-09-28 00:00:00,10.0,6.4,70.8823,82.1813,94.6983
64.1506,2016-09,2016-09-27 00:00:00,10.0,6.4,70.8823,82.1813,94.6983
63.8642,2016-09,2016-09-24 00:00:00,10.0,6.4,70.8823,82.1813,94.6983
63.7942,2016-09,2016-09-23 00:00:00,10.0,6.4,70.8823,82.1813,94.6983
64.4424,2016-09,2016-09-22 00:00:00,10.0,6.4,70.8823,82.1813,94.6983
64.7513,2016-09,2016-09-21 00:00:00,10.0,6.4,70.8823,82.1813,94.6983
64.9173,2016-09,2016-09-20 00:00:00,10.0,6.4,70.8823,82.1813,94.6983
64.994,2016-09,2016-09-17 00:00:00,10.0,6.4,70.8823,82.1813,94.6983
65.217,2016-09,2016-09-16 00:00:00,10.0,6.4,70.8823,82.1813,94.6983
64.9737,2016-09,2016-09-15 00:00:00,10.0,6.4,70.8823,82.1813,94.6983
64.8102,2016-09,2016-09-14 00:00:00,10.0,6.4,70.8823,82.1813,94.6983
65.0539,2016-09,2016-09-13 00:00:00,10.0,6.4,70.8823,82.1813,94.6983
64.1617,2016-09,2016-09-10 00:00:00,10.0,6.4,70.8823,82.1813,94.6983
63.973,2016-09,2016-09-09 00:00:00,10.0,6.4,70.8823,82.1813,94.6983
64.3804,2016-09,2016-09-08 00:00:00,10.0,6.4,70.8823,82.1813,94.6983
64.8306,2016-09,2016-09-07 00:00:00,10.0,6.4,70.8823,82.1813,94.6983
64.7644,2016-09,2016-09-06 00:00:00,10.0,6.4,70.8823,82.1813,94.6983
65.8684,2016-09,2016-09-03 00:00:00,10.0,6.4,70.8823,82.1813,94.6983
65.2566,2016-09,2016-09-02 00:00:00,10.0,6.4,70.8823,82.1813,94.6983
65.2535,2016-09,2016-09-01 00:00:00,10.0,6.4,70.8823,82.1813,94.6983
64.9072,2016-08,2016-08-31 00:00:00,10.5,6.9,72.5013,84.8986,97.1694
65.081,2016-08,2016-08-30 00:00:00,10.5,6.9,72.5013,84.8986,97.1694
64.738,2016-08,2016-08-27 00:00:00,10.5,6.9,72.5013,84.8986,97.1694
